	AveExpr	Coef.two - one	Coef.four - two	Coef.eight - four	Coef.morula - eight	Coef.blastocyst - morula	t.two - one	t.four - two	t.eight - four	t.morula - eight	t.blastocyst - morula	P.value.two - one	P.value.four - two	P.value.eight - four	P.value.morula - eight	P.value.blastocyst - morula	F	F.p.value
ENSMUST00000000310	6.89442434801929	0.292199349699374	0.494130644533808	0.393452671233876	-1.50157407382094	0.421104945533695	1.85451627614431	3.13612375856559	2.79189389392308	-7.53421785797247	2.11291367907489	0.0865148645745413	0.00789084151190102	0.0152813008594217	4.3208094466109e-06	0.0545468322180765	23.8556167757549	4.05094702347379e-06
ENSMUST00000000317	5.23713041277351	-0.0449657267623405	0.496997576625747	0.681946581275843	0.2555670340644	0.130326191988733	-0.389697180997911	4.30724839826354	6.60771054368906	1.75101750838935	0.892929891405626	0.703078418390094	0.000854349996250618	1.70651696066898e-05	0.103518941374921	0.38814734588351	72.8624900390065	4.90494422711194e-09
ENSMUST00000000342	4.35479550524774	-0.0282411405174825	-0.359209453776845	0.0727745406982017	0.719477768858748	-0.569390656512279	-0.223386789807954	-2.84133874473676	0.643590663305438	4.49917248759977	-3.56061978195655	0.826711145231958	0.0139013773752531	0.531046283014881	0.000600191006964171	0.00349173589719051	6.84174794126193	0.00247495830109356
ENSMUST00000000384	9.38127363492814	-0.481434006502564	0.210778070501851	-1.30612710077855	-0.0650517831989621	-0.695884133897957	-1.62454483548202	0.711246860923238	-4.92759930479186	-0.173537826065159	-1.85640137520187	0.128278592931476	0.48951426914274	0.00027731076041122	0.864905353134935	0.0862299318736938	22.6029481578542	5.51196289161097e-06
ENSMUST00000000395	6.26302229836472	-0.0280759691004135	0.143456730438065	-0.0762732157799944	1.44791936260039	0.507489082182317	-0.157518652482588	0.804855953051644	-0.478436490312972	6.42216732563702	2.25094013236723	0.877259678004454	0.43539573131164	0.640296294354554	2.27774567776676e-05	0.0423598828494753	52.7462836320398	3.60867789665332e-08
ENSMUST00000000402	4.61765629410401	-0.288580530737931	0.240708908294719	0.210849859075357	-0.203750165334551	0.288745654873424	-1.34656889016536	1.12319125155983	1.09999287095959	-0.751622076132265	1.06516531279266	0.201158670876954	0.281698473841029	0.291314623821633	0.465686879045309	0.306211484698962	1.54025635229833	0.244737559378462
ENSMUST00000000421	4.51945781930635	0.131008176077401	-0.0588820260728511	-0.399547150917643	0.400418282086704	0.0234337558990507	0.792741577515709	-0.356300130525709	-2.70306370333212	1.91552199410284	0.112102460944451	0.442175373656458	0.727339491708912	0.0181060631023664	0.0777135714813226	0.912456955496224	2.4620073863051	0.0886114425362835
ENSMUST00000000450	5.14351697097738	-0.790300424257058	-0.367777311842461	0.0265073662879836	-0.0590269330690116	0.157294831653919	-3.18538197482605	-1.48236187649053	0.119451302305639	-0.188087325230636	0.501214659480939	0.00717733088680012	0.162107557851467	0.906746515514058	0.853716317585072	0.624610883490374	7.89002169394023	0.00130816808392291
ENSMUST00000000466	8.66356754054704	-0.142181779074662	0.0938654368389837	0.16549600635731	0.545381134263591	0.887982937535034	-0.584765001106048	0.386049623476331	0.760991756366102	1.77328094387954	2.88723449106327	0.568729912327089	0.705712346778511	0.460261916509119	0.0996279070080446	0.0127307265034374	16.6674941915287	3.00957408446538e-05
ENSMUST00000000573	5.36684983802683	-0.0518172498736602	0.408524781641519	-0.303749337930627	0.0477667536392579	-0.0460820797382508	-0.293866971150204	2.3168334968278	-1.92595778482138	0.214161870908512	-0.206608648488684	0.773505162567155	0.0374939744640114	0.0762922012427088	0.833747907807681	0.839520649822893	1.53200666693632	0.247063901447416
ENSMUST00000000590	7.8302690287593	-3.64387377919305	-0.00337918019336225	-0.647994081851414	0.932751868329909	0.132964177700039	-16.3005761285365	-0.0151164906722269	-3.24090033288159	3.29872237102016	0.470234284610711	5.02534087260003e-10	0.988169088842979	0.00645024147129897	0.00577138850650746	0.64598934859031	114.606005451718	2.86057834932443e-10
ENSMUST00000000608	8.07052506530214	-0.0527490046510843	0.153081912433255	0.625606739244649	0.804069161001179	0.711392173429244	-0.20691247986426	0.600476887354442	2.74365083916377	2.49347966629532	2.20608127415156	0.839288249897656	0.55852602551633	0.0167570611552567	0.0269394119781234	0.0460076735198497	29.4902687089515	1.18498922853064e-06
ENSMUST00000000642	7.56653728856183	-0.72251855946773	0.348414972046549	1.81107659642075	1.69935775532044	-0.0283070762070672	-2.54740687707579	1.22841785063819	7.13906168505644	4.73668098527744	-0.0789013315171717	0.024332364421008	0.241094808715762	7.65741874448143e-06	0.000390080029294449	0.938314324563374	68.4199113967428	7.25164583840409e-09
ENSMUST00000000646	6.46554909796593	0.0176882827684821	-0.013986329811237	-0.0874273880953327	-0.18071045076838	0.174016472335339	0.172192946529916	-0.136154954828483	-0.951551275603837	-1.39076247175802	1.33924506392772	0.865941181239142	0.893787454244054	0.35870526009389	0.187677201185074	0.20346750258436	1.25732920311682	0.339051298023864
ENSMUST00000000687	5.65932889209543	0.248472955913472	-0.16428044406814	-0.355556403094822	0.437673257549124	0.0914466094204371	1.41639091784029	-0.936461387121397	-2.26603971653851	1.97239560839212	0.412108548356934	0.18020648111806	0.366130267929362	0.0411947095618242	0.0702505092313185	0.686983548697193	2.93309465063049	0.0548260358273086
ENSMUST00000000718	8.07738025067674	-1.49967548299367	-0.581919794814652	-0.140196995649316	-0.130315956458535	0.107184842240429	-13.4081816569898	-5.20278314018821	-1.40141353349229	-0.921107244872446	0.757610483099845	5.55297690725426e-09	0.00017102233299394	0.18454187164308	0.373794729719522	0.462215069849191	150.587966716109	5.06603503893507e-11
ENSMUST00000000746	6.94046902263159	-0.293403884444251	-0.687733472196845	0.653319033166195	0.290734391368686	0.387464455041606	-1.3512235602286	-3.16724392572509	3.36388907964084	1.05851682770009	1.41069532182411	0.19970242791622	0.00743223129779667	0.00509195009005225	0.309118465022178	0.181845076820855	10.3770739592386	0.0003546974968397
ENSMUST00000000804	8.09348965649618	-0.930262432985606	0.928988338393573	-0.0463010505392152	-1.91634868195992	0.144051778101879	-3.78236030220343	3.77717995240613	-0.210476331273629	-6.15987578556793	0.463037373183179	0.00228778707042071	0.00231041174285123	0.836563444798437	3.45350873465551e-05	0.651003841832867	26.4540669823728	2.23251812171067e-06
ENSMUST00000000828	5.89902178901868	-0.483185989918793	-0.169809782673975	-0.0970416609809135	-0.247987999922993	0.0599849649984696	-4.07347087542014	-1.43157131728947	-0.914668051980914	-1.65280248371236	0.39979071231534	0.00132059935248046	0.175899007024563	0.377041889502914	0.122336769932217	0.695810656543497	19.9533022008008	1.11417251933908e-05
ENSMUST00000000894	7.41976843347464	0.611195154738837	-0.713057767331739	-1.36949990180606	-0.313545658414054	0.104742986331197	2.66721007484494	-3.11173091970325	-6.68181323188291	-1.08172812242318	0.36136183327858	0.0193856196423545	0.00826998809802147	1.522635752159e-05	0.299057849902753	0.72364192433374	37.5286645753311	2.83952917981493e-07
ENSMUST00000000910	6.20359601384388	0.556889038524062	-0.0784692511775802	-0.356782762911339	-0.0300616743748492	-0.0115142681948424	5.05237347096168	-0.711911952848941	-3.61897553612971	-0.215615486875026	-0.0825853713896139	0.000222454139305828	0.489115889737914	0.00312312943092677	0.832638083551737	0.935440999696022	9.28186814411763	0.000610651394476874
ENSMUST00000000984	5.66641265758448	0.1193369644556	0.161724281370727	0.707976857669451	-0.119668451060082	0.164028218156282	0.630627408215697	0.854620065724167	4.18284646444338	-0.499939594767931	0.685261655759091	0.539227541351449	0.408256181756528	0.00107640990673643	0.625483999879889	0.505231196129063	13.3721250611496	9.758851710158e-05
ENSMUST00000001046	4.95313665694516	-0.16406393130164	-0.125361437316389	-0.0693216920948947	0.0958991881832514	0.126842306157065	-1.08912292146381	-0.832200068386168	-0.514503040741568	0.503290489449938	0.66568369929014	0.295904530499078	0.420341358864163	0.615546770538628	0.623190694409907	0.517266952891429	1.74950454078243	0.19284083470301
ENSMUST00000001047	5.82461465941194	0.0113173171348553	-0.00957560901448584	0.0846575108444547	-0.383529413035344	0.241494122354105	0.0730715433846442	-0.0618260071003427	0.611118309895997	-1.95768800107677	1.23268289105021	0.942863022191661	0.951643112104693	0.551672014895969	0.0721149030261903	0.239551188757407	0.8208621293428	0.556297182115523
ENSMUST00000001049	5.15481793698577	0.226846509298162	-0.104136600866403	-0.0420138851063481	-0.0354041108218883	-0.112523519342478	1.98753021795091	-0.912399497162314	-0.411556523031789	-0.245230983407919	-0.779408172223206	0.0683782099571977	0.378190501193677	0.687378128182196	0.810111467459556	0.449714920408371	1.64193057575243	0.21788334337706
ENSMUST00000001055	5.21702363070481	0.178634302600538	0.0516252193514717	-0.123409367439194	0.0915762464348582	0.184523801907642	1.16825953018308	0.337626388813003	-0.902355368446053	0.473475292361932	0.954040643258992	0.263709011550009	0.7410415504655	0.383304970114379	0.643737002359968	0.357490604124396	1.74451016944977	0.193932727983044
ENSMUST00000001083	7.24265024100168	2.79013135678602	0.625073100655544	1.22974447690838	-2.53672894270025	0.507656200490576	10.8545229834145	2.43173867813712	5.34879532712128	-7.80189615202616	1.56133392515467	6.98448460580206e-08	0.0302549631949978	0.000132887651226354	2.96495815465596e-06	0.142483408888891	88.5371460735124	1.45212802011066e-09
ENSMUST00000001122	6.70427733570064	0.70517924779801	0.580574773872834	0.5310591427894	-1.12482447297045	0.231308622917721	3.65153292426282	3.00631067691365	3.07449360593683	-4.60469069297829	0.946907440893525	0.00293490981178424	0.0101286689691935	0.00888411845892763	0.000495198510398959	0.360978913299537	24.52549023003	3.45579715537163e-06
ENSMUST00000001126	5.81452670480026	0.226203516890611	0.145131928248868	1.14549591855495	-0.695111362959259	0.478588976975213	1.55360278442454	0.996789841889958	8.79608040773036	-3.7742879866678	2.59862336109595	0.144310350197488	0.33708372894177	7.8788538250719e-07	0.00232314127447738	0.0220834269056551	41.9270451156982	1.45825303734337e-07
ENSMUST00000001147	6.271385693782	-0.0932769752545282	0.0326885496653837	-0.133197139685309	0.257361781843925	-0.303854894752382	-0.724254990220249	0.253812317065537	-1.15629047191914	1.5797963464896	-1.86519089646303	0.481758160668409	0.803615975108708	0.26839811320511	0.138200737032788	0.0849125499172022	1.46869246495742	0.265703335846499
ENSMUST00000001148	6.72623054353795	-0.21462439096759	-0.995378964143415	-0.207665320812849	-0.618824184350671	0.312861137955604	-1.3920924497614	-6.45620721106492	-1.50594109961045	-3.1731915489473	1.60428170724528	0.187283310630517	2.15947318393779e-05	0.156021488884602	0.00734766463421598	0.132692383215078	52.7039904255648	3.62645402832756e-08
ENSMUST00000001183	5.71996304935323	0.0988468822396031	0.022824705567273	-0.0231592201201014	-0.0166262809590654	0.0135059881175561	0.664979438255597	0.153550213649465	-0.174190384645849	-0.0884260783926437	0.0718309504689294	0.517702983146306	0.880325536133979	0.86440284507065	0.93088755186488	0.943831270831115	0.202272790351875	0.955756030045315
ENSMUST00000001187	5.19086089867556	-0.347359799229597	0.0348519321444103	0.702837407370519	0.27190690161261	0.158172135245602	-2.84787273165827	0.285737921946649	6.44244762718638	1.76238692407722	1.02520569083376	0.0137284555395052	0.779587141331713	2.20648112282922e-05	0.101515306374642	0.3239905322823	33.3471431823141	5.74081101006966e-07
ENSMUST00000001204	7.86690440639891	-0.359828695664064	-0.535328534651924	0.250104190307252	0.830083692824478	0.991675160345185	-1.61228504316317	-2.3986474675259	1.25291614381089	2.9404102052898	3.51281658345739	0.130933581290792	0.0321897840155731	0.232334317966908	0.0114957144273069	0.00382638119283185	26.5120258185443	2.20437294650736e-06
ENSMUST00000001242	7.30583066104259	-0.347183918284737	-0.549177171661015	0.651137157912232	0.30417767346403	0.844188142923728	-1.18476330383055	-1.87406422365395	2.48427391898488	0.820614783110605	2.27746258270931	0.257347368590017	0.0836010854731925	0.0274105802714327	0.426677529441752	0.0403334669092843	10.0161714729663	0.000422160587648311
ENSMUST00000001253	5.93995238486939	0.0365163141006049	0.162700403629486	-0.300902897735192	-0.0400974677827488	-0.0324962341864463	0.248684129321448	1.10802552813447	-2.29109191413339	-0.215882824638805	-0.174958151080861	0.807495877619404	0.28795732996594	0.0393281745727655	0.83243401385378	0.863811698855637	1.99439406560917	0.146651447579804
ENSMUST00000001254	4.81326373238911	-0.140954776483089	0.109618662107236	-0.0190603082496432	0.160644688718823	-0.0867070144704236	-1.09601534659289	0.852356613519412	-0.165699716142917	0.987513901557182	-0.533004750016552	0.292987913438556	0.4094656677049	0.870945868560165	0.341439213052216	0.603035393486146	0.565581141786023	0.725064833788103
ENSMUST00000001452	10.5935160053555	0.658242400884147	0.652661384723734	0.337665428195335	0.00128852265414103	-0.526203676589097	2.65621173794132	2.63369061105096	1.52341575158098	0.00411063489508593	-1.6786908541795	0.0197955190898397	0.0206613826741927	0.151637085967674	0.996782692186619	0.11710560708936	14.2498569932308	6.98374047492061e-05
ENSMUST00000001497	6.38270283951828	-0.0536898155353303	0.00372014109283558	-0.0254516953944828	-0.160845383026263	-0.0521646173019663	-0.371665511142771	0.0257525217214077	-0.196984508897851	-0.880255928074968	-0.285480458014267	0.71613745090938	0.97984637883861	0.84689012164224	0.394724105734824	0.779780019653625	1.3434932489517	0.306950915794042
ENSMUST00000001513	7.43687678187546	-1.58414519651176	-0.183611378058746	-0.336409220844536	-0.262322296419546	0.0419956251715874	-10.0693556792364	-1.16709521103202	-2.39072484310554	-1.31820183278041	0.211033186372413	1.68059010993333e-07	0.264162363233573	0.0326702921820528	0.210221548630188	0.83613788867008	71.9753866207975	5.293384158041e-09
ENSMUST00000001562	6.38200442080468	-0.0992035066787729	0.00282123287387392	-0.614246308011253	0.048832745036985	-0.227617392008534	-0.653218301357504	0.0185767722059789	-4.52198254100746	0.254204050650106	-1.18488655518258	0.525016032543904	0.985461206107286	0.000575688747773256	0.803319816996718	0.257300311058267	14.5530460000074	6.24559230107012e-05
ENSMUST00000001565	6.64612472824286	1.26040863454306	0.815801994201204	0.232450568194645	-1.45345643101022	0.0980615690868865	6.23636352619154	4.03649868923274	1.28589548603683	-5.68541380500282	0.38358260126127	3.05579660914858e-05	0.00141546892389613	0.220942408105222	7.51217143641575e-05	0.707496044245017	42.8042769121324	1.28676506967778e-07
ENSMUST00000001599	5.9312057427307	0.504059602716237	1.24994999910505	-0.884775552761795	-1.82917725080147	1.24605425729609	2.77238498446866	6.87486676214816	-5.44076246652795	-7.95366775355444	5.41811984655545	0.0158620535722577	1.13527152553265e-05	0.000113534223640961	2.4041413062886e-06	0.000118007483630558	40.5202767577434	1.79147174471001e-07
ENSMUST00000001713	5.66103757860483	0.10692859571694	-0.319780602807138	0.000175950149129633	0.0369173964109599	0.0900920660689462	0.923314144921484	-2.76126280218767	0.00169863579382065	0.25201517890626	0.61501000492168	0.372686299486299	0.0162027833203123	0.998670510007154	0.804975049877094	0.549177011505415	2.46408490561309	0.0884186218840527
ENSMUST00000001715	4.32437553866214	-0.00903548836256984	0.0779707110337942	0.249256202073147	0.0827863146690282	-0.299362817897507	-0.0547509701750418	0.47246722070083	1.68865592506059	0.396587249114815	-1.43409544091771	0.957170478739399	0.644437173302923	0.115144914759302	0.698113940578581	0.175191167954959	1.72553273274646	0.198142428170976
ENSMUST00000001716	5.62240645755078	0.416690364238764	-0.183428433412721	0.783398340135119	0.177768959488964	0.758266073584712	2.71186651240194	-1.19377232757242	5.70023163470577	0.914641261750769	3.90136410923515	0.0178047450473517	0.253925284535329	7.32855770106525e-05	0.377055439841025	0.00182592684788071	52.5991503163863	3.67095648448168e-08
ENSMUST00000001720	6.52060927690448	0.122392314507011	0.17906200813524	0.182001722738539	-0.170375666692983	-0.119650943292069	0.844011554999384	1.23480305553727	1.40321671753799	-0.928841950405952	-0.652304508575081	0.41394546295604	0.238786756025167	0.184015385556721	0.369919931762385	0.525586696178591	3.17572885762457	0.0432776930615187
ENSMUST00000001790	5.78272448220712	-0.717929223588892	-0.124779598740778	-0.257667619187617	0.0115138299739499	0.189056292575216	-5.05236217203023	-0.878125174188511	-2.02734515811467	0.064057895047718	1.05182621033088	0.000222458558619375	0.395837161377795	0.0636696191143064	0.949899977506585	0.312064415267288	18.6809608322225	1.6082409205291e-05
ENSMUST00000001806	6.60797036642598	-0.948036851249364	-0.0174750291898027	-0.00627499740739346	0.0392304296123225	0.874996744863369	-4.39403577858901	-0.0809946400192025	-0.0325167346427159	0.143747878030671	3.20615722541936	0.00072789224397458	0.936681559494204	0.974554585277555	0.887906935394576	0.00689610139414624	11.2019293487883	0.000242209829943121
ENSMUST00000001927	4.26413196113094	-0.0548986253009307	0.00893145553656005	-0.133431473523962	0.850520979838895	-0.752196669004652	-0.365123923761398	0.0594019990943923	-0.992183747772855	4.47202126304625	-3.95503412322473	0.720898384726493	0.953536588163536	0.33924148785156	0.000630770230381391	0.00164998717087747	4.2059194283418	0.0170999392498625
ENSMUST00000001963	5.86314987546626	0.0588097982155631	-0.00984451731378044	0.0775715572265625	-0.314403174845042	0.217850581972277	0.533484026415743	-0.089303022523979	0.786736405837261	-2.25475138617858	1.56232169704996	0.602712999448708	0.930204095771907	0.445561019763103	0.0420628795868564	0.142251425030208	1.10056145053523	0.406104200826944
ENSMUST00000002008	6.37065835535836	0.0203260387364361	-0.0657704008456257	0.0348421030266648	-0.00215850771391413	-0.0506927001895221	0.193475025852739	-0.626040822265183	0.370793004128461	-0.016242982566286	-0.381467548208692	0.849581203994285	0.542139037924358	0.71677174899054	0.987287521336336	0.709026694499189	0.185950351760729	0.962813039121639
ENSMUST00000002013	4.45298391754752	-0.585700862852645	-0.0420705267993551	-0.155525326167471	0.378483634193379	-0.0369992805161292	-3.36604503499577	-0.241780910417155	-0.999309890260435	1.71961479181399	-0.16810372844154	0.00507090303097214	0.812727102166239	0.33590737913909	0.109236611659903	0.869092278241924	5.86126202675542	0.00477310556028732
ENSMUST00000002087	5.19701570335239	0.181258469106997	0.0246545849807696	-0.0395652691116455	-0.0965727690794695	0.12308976404436	1.61721951143346	0.219972485002389	-0.394675161393871	-0.681185441802008	0.868225650989302	0.129859290457394	0.829313795476889	0.699490214371404	0.507723424224131	0.401036226128831	1.20184315666256	0.361460086000825
ENSMUST00000002090	6.21922239392172	0.669862566977247	0.932995564471499	1.29840230531673	-2.3606402317193	1.57155816969994	2.52507333854715	3.51696353994021	5.47208168053246	-7.03490278056851	4.68337309061074	0.0253810537286925	0.00379610559605461	0.000107637556263535	8.93373824664837e-06	0.000429429700717207	38.0236688421502	2.62514253343169e-07
ENSMUST00000002101	4.29130025593485	0.173076317759452	0.112943788094113	-0.0632346671112005	0.1625136344831	0.0386691750281125	0.845668969689755	0.551855147757156	-0.345440291484202	0.627758439533909	0.14937147305161	0.413053154719681	0.59042128254321	0.735296502859778	0.541047692981681	0.883556035716653	1.23872769396744	0.346407610215969
ENSMUST00000002127	5.78321464334462	0.311613519611799	-0.194956797322595	0.215644882962995	-0.143497005013352	0.123936399280879	2.41867982084503	-1.51321442088959	1.87135530802523	-0.880531577396519	0.760503072140653	0.031004806837778	0.154183697370396	0.0839995028224372	0.394580267865525	0.460543879561185	2.56939367833499	0.079231206822477
ENSMUST00000002171	7.54597835015193	0.24178805673296	1.34484911363918	1.60271839071774	-1.40600007506912	0.843307712174057	1.03375255575708	5.74983407831256	7.66115022420737	-4.75233562162152	2.85041327636908	0.320125751476875	6.74745661256623e-05	3.61025280384185e-06	0.000379250588394535	0.0136617938269697	67.4173034180653	7.94720482899679e-09
ENSMUST00000002259	3.73693016855798	0.363151748516872	-0.354913384833785	-0.112927650272781	0.187514785709245	0.197969948795939	1.64356234559168	-1.60627692869884	-0.571417243154327	0.670924374478049	0.708332751249379	0.124252752254657	0.132252012314201	0.577476169609474	0.514028977433106	0.491262076880056	1.42200887297632	0.280375635566131
ENSMUST00000002274	5.7189100691034	-0.359357964640705	-0.435469394503355	0.215704048945235	0.109062377493586	-0.128961311247489	-2.57769930837075	-3.12365181094633	1.72988918670305	0.618471867623146	-0.731314912175415	0.0229767441480691	0.00808247782811809	0.107335852063674	0.546962822799204	0.477580157048116	9.34010782623423	0.000592578078609497
ENSMUST00000002292	8.49644476804774	-0.440610352692268	0.360691301926428	-0.501393579894442	-1.80784936461782	0.899216660741761	-2.36725612231461	1.93787705516604	-3.01178749957062	-7.67879017969677	3.81939789844341	0.0341342393272281	0.0746977901186175	0.0100225997412901	3.52177839160814e-06	0.00213247936133106	36.012199127579	3.63356393897956e-07
ENSMUST00000002368	10.610093856763	-0.194087594300601	-0.0174153810949971	-1.68097926734665	-0.609949240851776	-0.161655879643646	-0.78503202992215	-0.0704405246617611	-7.60163413322419	-1.95039827167682	-0.516917354996732	0.446524931673875	0.944916570248229	3.92659306962915e-06	0.0730556664503495	0.613906909885011	51.2539135932634	4.30175101146047e-08
ENSMUST00000002389	4.71447937206449	-0.129155789287132	0.165430067798031	0.073846973003727	0.161710262932011	0.122987630479948	-0.660959032120072	0.846593854591067	0.422521067744758	0.654241751390409	0.497579073248971	0.520196214072841	0.412555775717986	0.679558821947864	0.524377309522282	0.627101948255027	1.90544262582589	0.161869656987746
